ALIAS CODE,OBJECT_TABLE_NAME,OBJECT_CODE,NAMING_SYSTEM_CODE,ALIAS,REMARKS
4152,Coordinate Reference System,2124,7301,NZGD2000 / Mount Pleasant Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4153,Coordinate Reference System,2125,7301,NZGD2000 / Gawler Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4154,Coordinate Reference System,2126,7301,NZGD2000 / Timaru Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4155,Coordinate Reference System,2127,7301,NZGD2000 / Lindis Peak Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4156,Coordinate Reference System,2128,7301,NZGD2000 / Mount Nicholas Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4157,Coordinate Reference System,2129,7301,NZGD2000 / Mount York Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4158,Coordinate Reference System,2130,7301,NZGD2000 / Observation Point Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4159,Coordinate Reference System,2131,7301,NZGD2000 / North Taieri Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4160,Coordinate Reference System,2132,7301,NZGD2000 / Bluff Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4161,Coordinate Reference System,2105,7302,NZGD2000 / EDENTM2000,
4162,Coordinate Reference System,2106,7302,NZGD2000 / PLENTM2000,
4163,Coordinate Reference System,2107,7302,NZGD2000 / POVETM2000,
4164,Coordinate Reference System,2108,7302,NZGD2000 / HAWKTM2000,
4165,Coordinate Reference System,2109,7302,NZGD2000 / TARATM2000,
4166,Coordinate Reference System,2110,7302,NZGD2000 / TUHITM2000,
4167,Coordinate Reference System,2111,7302,NZGD2000 / WANGTM2000,
4168,Coordinate Reference System,2112,7302,NZGD2000 / WAIRTM2000,
4169,Coordinate Reference System,2113,7302,NZGD2000 / WELLTM2000,
4170,Coordinate Reference System,2114,7302,NZGD2000 / COLLTM2000,
4171,Coordinate Reference System,2115,7302,NZGD2000 / NELSTM2000,
4172,Coordinate Reference System,2116,7302,NZGD2000 / KARATM2000,
4173,Coordinate Reference System,2117,7302,NZGD2000 / BULLTM2000
4174,Coordinate Reference System,2118,7301,NZGD2000 / GREYTM2000
4175,Coordinate Reference System,2119,7301,NZGD2000 / AMURTM2000
4176,Coordinate Reference System,2120,7302,NZGD2000 / MARLTM2000
4177,Coordinate Reference System,2121,7302,NZGD2000 / HOKITM2000
4178,Coordinate Reference System,2122,7302,NZGD2000 / OKARTM2000
4179,Coordinate Reference System,2123,7302,NZGD2000 / JACKTM2000
4180,Coordinate Reference System,2124,7302,NZGD2000 / PLEATM2000
4181,Coordinate Reference System,2125,7302,NZGD2000 / GAWLTM2000
4182,Coordinate Reference System,2126,7302,NZGD2000 / TIMATM2000
4183,Coordinate Reference System,2127,7302,NZGD2000 / LINDTM2000
4184,Coordinate Reference System,2128,7302,NZGD2000 / NICHTM2000
4185,Coordinate Reference System,2129,7302,NZGD2000 / YORKTM2000
4186,Coordinate Reference System,2130,7302,NZGD2000 / OBSETM2000
4187,Coordinate Reference System,2131,7302,NZGD2000 / TAIETM2000
4188,Coordinate Reference System,2132,7302,NZGD2000 / BLUFTM2000
4189,Coordinate Reference System,2193,7302,NZGD2000 / NZTM2000
4190,Coordinate_Operation,19971,7301,New Zealand Transverse Mercator
4191,Coordinate_Operation,19971,7302,NZTM2000
4192,Datum,5157,7301,Auckland
4193,Datum,5158,7301,Bluff
4194,Datum,5169,7301,Chatham Island 1959
4195,Datum,5159,7301,Dunedin
4196,Datum,5160,7301,Gisborne
4197,Datum,5161,7301,Lyttelton
4198,Datum,5162,7301,Moturiki
4199,Datum,5163,7301,Napier
4200,Datum,5164,7301,Nelson
4201,Datum,5165,7301,One Tree Point
4202,Datum,5170,7301,Stewart Island
4203,Datum,5167,7301,Taranaki
4204,Datum,5166,7301,Tararu
4205,Datum,5168,7301,Wellington
4206,Coordinate Reference System,5759,7301,Auckland height
4207,Coordinate Reference System,5760,7301,Bluff height
4208,Coordinate Reference System,5761,7301,Dunedin height
4209,Coordinate Reference System,5762,7301,Gisborne height
4210,Coordinate Reference System,5763,7301,Lyttelton height
4211,Coordinate Reference System,5764,7301,Moturiki height
4212,Coordinate Reference System,5765,7301,Napier height
4213,Coordinate Reference System,5766,7301,Nelson height
4214,Coordinate Reference System,5767,7317,One Tree Point height
4215,Coordinate Reference System,5768,7301,Tararu height
4216,Coordinate Reference System,5769,7301,Taranaki height
4217,Coordinate Reference System,5770,7301,Wellington height
4218,Coordinate Reference System,5771,7301,Chatham Island height
4219,Coordinate Reference System,5772,7317,Stewart Island height
4220,Coordinate Reference System,5739,7301,Hong Kong Chart Datum depth
4221,Coordinate Reference System,5788,7302,PWD height
4222,Coordinate Reference System,5740,7301,Newlyn (Orkney Isles) height
4224,Datum,6765,7309,D96
4225,Datum,6765,7302,Slovenia 1996
4226,Coordinate Reference System,4883,7309,D96
4227,Coordinate Reference System,4882,7309,D96
4228,Coordinate Reference System,4765,7309,D96
4229,Coordinate Reference System,3794,7309,D96 / TM
4230,Coordinate_Operation,15976,7301,D96 to WGS 84 (1)
4231,Coordinate_Operation,15977,7301,Slovenia 1996 to ETRF89 (1)
4232,Coordinate_Operation,15977,7309,D96 to ETRS89
4233,Coordinate_Operation,19844,7302,MTQ Lambert
4234,Coordinate_Operation,14735,7302,West Virginia North (ftUS)
4235,Coordinate_Operation,14736,7302,West Virginia South (ftUS)
4236,Coordinate Reference System,26847,7301,NAD83 / Maine CS83 East (ftUS)
4237,Coordinate Reference System,26848,7301,NAD83 / Maine CS83 West (ftUS)
4238,Coordinate Reference System,26855,7301,NAD83(HPGN) / Maine CS83 East (ftUS)
4239,Coordinate Reference System,26855,7301,NAD83(HARN) / Maine CS83 East (ftUS)
4240,Coordinate Reference System,26856,7301,NAD83(HARN) / Maine CS83 West (ftUS)
4241,Coordinate Reference System,26856,7301,NAD83(HPGN) / Maine CS83 West (ftUS)
4242,Coordinate Reference System,26863,7301,NAD83(NSRS2007) / Maine CS83 East (ftUS)
4243,Coordinate Reference System,26864,7301,NAD83(NSRS2007) / Maine CS83 West (ftUS)
4244,Coordinate Reference System,26857,7301,NAD83(HPGN) / Minnesota North (ftUS)
4245,Coordinate Reference System,26858,7301,NAD83(HPGN) / Minnesota Central (ftUS)
4246,Coordinate Reference System,26859,7301,NAD83(HPGN) / Minnesota South (ftUS)
4247,Coordinate Reference System,26860,7301,NAD83(HPGN) / Nebraska (ftUS)
4248,Coordinate Reference System,26861,7301,NAD83(HPGN) / West Virginia North (ftUS)
4249,Coordinate Reference System,26862,7301,NAD83(HPGN) / West Virginia South (ftUS)
4250,Coordinate_Operation,17726,7302,Alberta 3TM ref merid 120
4251,Coordinate Reference System,3800,7301,NAD27 / Alberta 3TM ref merid 120
4252,Coordinate Reference System,3801,7301,NAD83 / Alberta 3TM ref merid 120
4253,Coordinate Reference System,3802,7301,NAD83(CSRS) / Alberta 3TM ref merid 120
4254,Area,2423,7301,USSR,
4255,Coordinate_Operation,1267,7301,S-42 to WGS 84 (17),S-42 is ambiguous as it is used as a name for several CRSs.
4256,Coordinate_Operation,1281,7301,CS95 to WGS 84 (1),
4257,Coordinate_Operation,1257,7301,CS95 to PZ-90 (1),
4258,Coordinate Reference System,3812,7301,ETRF89 / Belgian Lambert 2008,
4259,Coordinate Reference System,3812,7301,ETRS89 / Lambert 2008,
4260,Coordinate_Operation,3813,7302,MSTM,
4261,Coordinate Reference System,3814,7302,NAD83 / MSTM,
4262,Coordinate Reference System,3815,7302,NAD83(HARN) / MSTM,
4263,Coordinate Reference System,3815,7301,NAD83(HPGN) / Mississippi TM,
4264,Coordinate Reference System,3816,7302,NAD83(NSRS2007) / MSTM,
4265,Coordinate_Operation,1452,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (1),
4266,Coordinate_Operation,1453,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (2),
4267,Coordinate_Operation,1465,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (3),
4268,Coordinate_Operation,1535,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (4),
4269,Coordinate_Operation,1636,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (5),
4270,Coordinate_Operation,1637,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (6)
4271,Coordinate_Operation,2181,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (7)
4272,Coordinate_Operation,2182,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (8)
4273,Coordinate_Operation,2183,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (9)
4274,Coordinate_Operation,2184,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (10)
4275,Coordinate_Operation,2185,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (11)
4276,Coordinate_Operation,2186,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (12)
4277,Coordinate_Operation,2187,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (13)
4278,Coordinate_Operation,2293,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (14)
4279,Coordinate_Operation,2974,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (15)
4280,Coordinate_Operation,3792,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (16)
4281,Coordinate_Operation,3803,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (17)
4282,Coordinate_Operation,3804,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (18)
4283,Coordinate_Operation,3805,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (19)
4284,Coordinate_Operation,3806,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (20)
4285,Coordinate_Operation,3807,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (21)
4286,Coordinate_Operation,3808,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (22)
4287,Coordinate_Operation,3809,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (23)
4288,Coordinate_Operation,3810,7301,MGI / Slovene National Grid to Slovenia 1996 / Slovene National Grid (24)
4289,Datum,1024,7302,HD1909
4290,Coordinate_Operation,1449,7301,HD72 to ETRF89 (2)
4291,Coordinate Reference System,3812,7302,ETRS89 / LB08
4292,Coordinate Reference System,3447,7302,ETRS89 / LB05
4293,Coordinate Reference System,31370,7302,BD 72 / LB72
4294,Coordinate_Operation,19862,7301,Lambert 2005
4295,Coordinate_Operation,3811,7301,Lambert 2008
4296,Datum,1025,7302,TWD67
4297,Datum,1026,7302,TWD97
4298,Coordinate_Operation,3818,7302,TM2 zone 119
4299,Coordinate_Operation,3820,7302,TM2 zone 121
4300,Datum,6236,7301,Hu Tzu Shan
4301,Coordinate Reference System,4236,7301,Hu Tzu Shan
4302,Coordinate_Operation,1152,7301,Hu Tzu Shan to WGS 84 (1),
4303,Coordinate_Operation,3831,7302,PDC Mercator,
4304,Coordinate_Operation,15981,7309,D48 to D96 (1),
4305,Coordinate_Operation,15982,7309,D48 to WGS 84 (9),
4306,Coordinate_Operation,15983,7309,D48 to D96 (2),
4307,Coordinate_Operation,15984,7309,D48 to D96 (3),
4308,Coordinate_Operation,15985,7309,D48 to D96 (4),
4309,Coordinate_Operation,15986,7309,D48 to D96 (5),
4310,Coordinate_Operation,15987,7309,D48 to D96 (6),
4311,Coordinate_Operation,15988,7309,D48 to D96 (7),
4312,Coordinate_Operation,15989,7309,D48 to D96 (8),
4313,Coordinate_Operation,15990,7309,D48 to D96 (9),
4314,Coordinate_Operation,15991,7309,D48 to D96 (10),
4315,Coordinate_Operation,15992,7309,D48 to D96 (11),
4316,Coordinate_Operation,15993,7301,S-42 to ETRS89 (3),S-42 is ambiguous as it is used as a name for several CRSs.
4317,Coordinate_Operation,15994,7301,S-42 to ETRS89 (4),S-42 is ambiguous as it is used as a name for several CRSs.
4318,Coordinate_Operation,15995,7301,S-42 to WGS 84 (19),S-42 is ambiguous as it is used as a name for several CRSs.
4319,Coordinate Reference System,4179,7301,Pulkovo 1942(56),Adjustment completed in 1956.
4320,Coordinate Reference System,4178,7301,Uniform Astro-Geodetic Network (UAGN) 1983,
4321,Coordinate Reference System,4179,7301,Pulkovo 1942(57),Locally densified in participating countries at differing times during 1957 and 1958.
4323,Coordinate Reference System,4178,7301,S-42,This name is ambiguous as it is also used for several CRSs.
4324,Coordinate Reference System,4179,7301,Uniform Astro-Geodetic Network (UAGN) 1956,
4325,Coordinate Reference System,4179,7307,42/58,
4326,Coordinate Reference System,4179,7301,S-42,This name is ambiguous as it is also used for several CRSs.
4327,Coordinate Reference System,4284,7301,S-42,This name is ambiguous as it is also used for several CRSs.
4328,Coordinate Reference System,4200,7301,S-95,
4329,Coordinate Reference System,3333,7301,S-42 zone 3,This name is ambiguous as it is also used for several CRSs.
4330,Coordinate Reference System,3334,7301,S-42 zone 4,This name is ambiguous as it is also used for several CRSs.
4331,Coordinate Reference System,3334,7316,S-42 zone 34,
4332,Coordinate Reference System,3335,7301,S-42 zone 5,This name is ambiguous as it is also used for several CRSs.
4333,Coordinate Reference System,3335,7316,S-42 zone 35,
4334,Coordinate Reference System,3335,7301,Pulkovo 1942(58) / 6-degree Gauss-Kruger zone 5,
4335,Coordinate Reference System,3334,7301,Pulkovo 1942(58) / 6-degree Gauss-Kruger zone 4,
4336,Coordinate Reference System,3333,7301,Pulkovo 1942(58) / 6-degree Gauss-Kruger zone 3,
4337,Coordinate Reference System,3834,7301,Pulkovo 1942(83) / 6-degree Gauss-Kruger zone 2,
4338,Coordinate Reference System,3834,7301,S-42 zone 2,This name is ambiguous as it is also used for several CRSs.
4339,Coordinate Reference System,3833,7301,Pulkovo 1942(58) / 6-degree Gauss-Kruger zone 2,
4340,Coordinate Reference System,3833,7301,S-42 zone 2,This name is ambiguous as it is also used for several CRSs.
4341,Coordinate Reference System,3835,7301,Pulkovo 1942(83) / 6-degree Gauss-Kruger zone 3,
4342,Coordinate Reference System,3835,7302,S-42 zone 3,This name is ambiguous as it is also used for several CRSs.
4343,Coordinate Reference System,3836,7301,Pulkovo 1942(83) / 6-degree Gauss-Kruger zone 4,
4344,Coordinate Reference System,3836,7301,S-42 zone 4,This name is ambiguous as it is also used for several CRSs.
4345,Coordinate_Operation,1254,7301,S-42 to WGS 84 (1),S-42 is ambiguous as it is used as a name for several CRSs.
4346,Coordinate_Operation,1274,7301,S-42 to LKS94 (1),S-42 is ambiguous as it is used as a name for several CRSs.
4347,Coordinate_Operation,1303,7301,S-42 to WGS 84 (10),S-42 is ambiguous as it is used as a name for several CRSs.
4348,Coordinate_Operation,1332,7301,S-42 to EST92 (1),S-42 is ambiguous as it is used as a name for several CRSs.
4349,Coordinate_Operation,1334,7301,S-42 to WGS 84 (12),S-42 is ambiguous as it is used as a name for several CRSs.
4350,Coordinate_Operation,1644,7301,S-42 to ETRS89 (1),S-42 is ambiguous as it is used as a name for several CRSs.
4351,Coordinate_Operation,1645,7301,S-42 to WGS 84 (1),S-42 is ambiguous as it is used as a name for several CRSs.
4352,Coordinate_Operation,1674,7301,S-42 to ETRS89 (1),S-42 is ambiguous as it is used as a name for several CRSs.
4353,Coordinate_Operation,1675,7301,S-42 to WGS 84 (1),S-42 is ambiguous as it is used as a name for several CRSs.
4354,Coordinate_Operation,1679,7301,S-42 to WGS 84 (2),S-42 is ambiguous as it is used as a name for several CRSs.
4355,Coordinate_Operation,1775,7301,S-42 to ETRS89 (2),S-42 is ambiguous as it is used as a name for several CRSs.
4356,Coordinate_Operation,1807,7301,S-42 to WGS 84 (13),S-42 is ambiguous as it is used as a name for several CRSs.
4357,Coordinate_Operation,1808,7301,S-42 to WGS 84 (14),S-42 is ambiguous as it is used as a name for several CRSs.
4358,Coordinate_Operation,1809,7301,S-42 to WGS 84 (15),S-42 is ambiguous as it is used as a name for several CRSs.
4359,Coordinate Reference System,3844,7302,Stereo 70,
4360,Coordinate Reference System,3844,7301,S-42 / Stereo 70,S-42 is ambiguous as it is used as a name for several CRSs.
4361,Coordinate Reference System,3844,7301,Dealul Piscului 1970/ Stereo 70,
4362,Coordinate Reference System,4316,7301,Dealul Piscului 1933,
4363,Coordinate Reference System,31600,7301,Dealul Piscului 1933/ Stereo 33,
4364,Coordinate Reference System,31600,7316,Stereo 30,
4365,Datum,6316,7301,Dealul Piscului 1933,
4366,Coordinate_Operation,1995,7301,Dealul Piscului 1933 to WGS 84 (1),
4367,Coordinate_Operation,15496,7301,S-42 to WGS 84 (18),S-42 is ambiguous as it is used as a name for several CRSs.
4368,Coordinate_Operation,15996,7313,S-42 to WGS 84 (code SPK-A),S-42 is ambiguous as it is used as a name for several CRSs.
4369,Coordinate_Operation,15997,7313,S-42 to WGS 84 (code SPK-B),S-42 is ambiguous as it is used as a name for several CRSs.
4370,Coordinate_Operation,15998,7313,S-42 to WGS 84 (code SPK-C),S-42 is ambiguous as it is used as a name for several CRSs.
4371,Coordinate_Operation,15999,7313,S-42 to WGS 84 (code SPK-F),S-42 is ambiguous as it is used as a name for several CRSs.
4372,Coordinate_Operation,15497,7313,S-42 to WGS 84 (code SPK-G),S-42 is ambiguous as it is used as a name for several CRSs.
